author,text,time,likes
@ardhiprasetyo261,Gak bakal tepat Kya gini. Tepat.nya bwt korupsi,2 hari yang lalu,0
@threeforzero34,"lemot, speednya gak sampe segitu. mentok 10mbps",2 hari yang lalu,0
@plankton.terbang,"Kenapa video2mu sekarang nyenggol2 politik bang? Kenapa ga lebih mengarah membangun optimisme ke rakyat dengan adanya subsidi internet ini, apa potensi yg bisa dilakukan untuk meningkatkan kesejahteraan",2 hari yang lalu,0
@ilham1634,"fwa bs kena masalah sama cuaca. tp internet kabel kena masalah krn providernya tai, sebentar2 modem g nyambung inet, hrs restart modem. itu namanya tai.",2 hari yang lalu,0
@channelbangunrumah9712,"faktor politik aja , kakaknya lengser paling ikutan lengser
Kebetulan saya pelaku industri yang sama , gak bakal bisa bagus kualitas dan harga gak bakal bisa bikin untung buat sekelas nasional",2 hari yang lalu,0
@dedy2122,Saya sudah pake emang beneran 100rb dan cepet juga,2 hari yang lalu,0
@mcid47,"pra register tapi S&K pun gak bisa di klik

farming data rakyat belum pernah semudah ini",2 hari yang lalu,0
@MuhammadDarmawan-b6j,saran gw.. jangan fomo ya gaes. mending nunggu review orang. kecuali kalian udah siap ngadepin wifi mati 3 hari. ya silahkan,2 hari yang lalu,0
@faridtriad5364,Kedengarannya Ga jauh beda sama RT RW net.. di kampung apalagi daerah pegunungan mah udh banyak yg pake.. saya rasa gak akan se meledak itu..,2 hari yang lalu,0
@ashariisaura4160,Tu tiang sudah di pasang jauh hari di daerahku... Artinya sudah dikondisikan siapa pemenang proyek bang...,2 hari yang lalu,0
@herusaroso6533,"yg gua heran kenapa kuota sekarang masa aktif 28 hari , ? bikin isi 2x dalam sebulan",2 hari yang lalu,0
@GenoRoswelt,daftar dmana ya rtrw net tuh?,1 hari yang lalu,0
@ombayuofficial,"Pasar kelas bawah tuh paling rewel paling susah,,maunya murah enak dan nyaman",2 hari yang lalu,0
@jeffreytanuwidjaja9497,"Mo daftar di websitenya, pilih provinsi aja ga bs😅",2 hari yang lalu,0
@zakikoki1892,"DOCOMO ,mirip mirip ESIA  tapi merambah android jual simcard dapet handpone ,,sekarang merambah kesignal wifi semoga tidak berakhir seperti HP SONY DOCOMO di jepang",2 hari yang lalu (diedit),0
@republikinsomniatv,Sudah jelas ini penipuan produk..,2 hari yang lalu,0
@toeanMeneer,"Kalau bukan di belakangnya pak hashim, gw yakin ini bisnis bakal dijegal habis habisan sama plat merah.",2 hari yang lalu,0
@RahmatHidayat-dx3yc,murah jgn harap banyak kalo lemot,2 hari yang lalu,0
@madipaputra,"menurutku layanannya bakalan bagus banget di desa yang kesusahan tarik kabel, rata-rata penggunanya kan masih pake data sim. mereka ga akan muluk-muluk minta ping rendah speed tinggi, mereka maunya internet stabil yang penting konek + ga ada fup alias unlimited",2 hari yang lalu,0
@ilyas6029,"pernah ngebaca tentang internet rakyat, awal nya masa iya, tapi setelah nonton iki mo coba daftar apalagi harganya ok lbanget..makasih bang untuk info nya",2 hari yang lalu,0
@munandar90,Paling basa basi 😂,2 hari yang lalu,0
@adityanugraha1103,"Agak membingungkan, kenapa tidak mendukung 2 perusahaan BUMN tidak terintegrasi. Telkom dengan Telkomselnya dan PLN dengan Icon Plusnya, seharusnya bisa jadi langkah strategis dalam mendukung kedua perusahaan negara. BUkan membuka lembaga baru dalam penyediaanya",2 hari yang lalu,0
@reeddragon5250,"Internet rakyat, walau mungkin manfaatny buat masyarakat mid ke atas rada kureng setidakny klo dieksekusi dgn baik bisa ngasih pukulan telak buat para korporat"" internet maruk yg monopoli internet di Indo selama ini. dgn ngegoyang pondasi dasar, mau tdk mau mereka dipaksa harus beradaptasi atau akan kehilanagan pelanggan mereka apalagi kalau yg dijanjikan dgn internet rakyat ini 99% berhasil. cuman masalahny adl, walau eksekusiny berjalan mulus, tapi korporat"" internet maruk ini bakal mainin lagu lama mereka ""playing victim"" membuat skenario seakan"" terjadi ketidak adilan dn mereka di rugikan. padahal bangsatny mereka itu udh narik tarif tinggi tapi kualitasny dibawah rata"". contoh besarny ad waktu Starlink pertama kali masuk ke Indonesia, kita bisa lihat kemampuanny dipangkas dn dikebiri habis""an yg akhirny kualitasny dikorbankan dn berakhir sama kek privder yg lainny...",2 hari yang lalu,0
@ahmadsyarif8926,sudah ada yang pakai kah ? saya sudah daftar antrian 1 bulan blm dihubungi juga......,2 hari yang lalu,0
@nugame406,Orang Madura: wah sumber besi baru,2 hari yang lalu,0
@heok_real,Internet kek gini ping nya palingan 40 an ms sama kek starlink cepet tapi ping tinggi,2 hari yang lalu,0
@joshpenjahitan5287,"Proyek ini sudah berjalan, sebagian pulau jawa sudah aktiv sudah bisa dinikmati.....
Indonesia dibagi 3 regional, dipegang 2 perusahaan swasta.....",2 hari yang lalu,0
@Cangkir_Multimedia,"Internet rakyat di daerah pulau 3T, seperti daerah saya di perbatasan MBD RI-timorleste.
Internet rakyat sngt membantu karena kami di sini setiap hari ada internet kdng tdk, semenjak ada internet rakyat ini sangat membantu",2 hari yang lalu (diedit),0
@damarwulan3573,Izin ormasnya nol 😊,2 hari yang lalu,0
@kelas_adam_arif_B,Dulu ada teknologi wimax. Entah knapa kok tdk dpakai dsini,2 hari yang lalu,0
@angga3,"ujung-ujungnya superlemot ini,, liat aja enter gimana hasilnya,",2 hari yang lalu,0
@OmG_Gatot,"Semoga bisa smpe ke kampung saya, ampuun mahalnya wifi d kampung 200k dpt 5mb dan itu laku karena jaringan seluler masih suah pdhal saya d pulau jawa",2 hari yang lalu,0
@rickymikazuki1595,"akhirnyaa da yg bhas kenapa hnya d jawa dan papua. ane udah jelasin tntg beli frekuensinya dpetnya dwliayah itu, bukan milih2 d pulau tertentu yg slam ini bkin sensitif bgt mlsah antar pulau tapi cm d blg yapping dan makin ricuh perselisihan antar pulaunya... bisa ane kasih video ini",2 hari yang lalu (diedit),33
@lilianto8914,IJIN ORMAS HILANG 😂😂😂,2 hari yang lalu,0
@Williamren15,Yah scam ternyata,2 hari yang lalu,0
@Floweryn.,Lebih baik amati dulu baru ngamuk gitukan biasanya 🙂,2 hari yang lalu,0
@dannykurniawan6921,Sekarang juga ada produk Dari nethome yang memberikan harga 500mbps/116k± kode sahamnya Data. Harganya jauh lebih murah di bandingkan yg lain,2 hari yang lalu,0
@Mangogarden-2025,"Inget ya yang untung itu ""rakyat"" selama ini kita di rugiin sama provider"" yang semena"", harga semakin mahal, konektivitas sinyal masih buruk, masa aktif di kurangin, dll",2 hari yang lalu,237
@kolvYT,"Sekarang wifi makin murah karena banyak kompetitor nya , saya yakin si merah tua bakal nyungsep kalo ga berbenah pelayanan dan harga",2 hari yang lalu,0
@ariyoni5945,"yakin gw bakal bagus di desa q aja dah 100rb up to 50mbps, dah enak kog buat game. wlopun pas magrib speed trun ya itu wajar krn trafik lgi naik.",2 hari yang lalu,0
@imamsyafiiansori3580,"Sampai saat ini ya ngandelin kuota dari provider, kalau narik kabel biaya bulanan tinggi dan penggunaan cuma untuk sosmed doang yang pake cuma berdua gak whort it.

Sampai saat ini cuma modal modem pake kuota jumbo 1 tera setahun lumayan irit wkwk",2 hari yang lalu,0
@LalumuhammadPrajawarman-vy5op,Gue udah pake 100rb sebulan 4 hp😂 tapi temen yg julan wifi wkwkwk,2 hari yang lalu,0
@kabibburhan,Takutnya ini nanti jebakan awal2 dihargai 100rb/bulan nanti klau pelanggan udah banyak harganya dinaikin biasalah provider Konoha😃,2 hari yang lalu,0
@MochIpank,kalo fungsinya tidak menjamin ping dan kestabilan sih emg pasar yang beda,2 hari yang lalu,0
@ys_official08,Kalo pingnya bisa 20-40 ms an mah oke,2 hari yang lalu,0
@nurfadillahahmad7696,"Gw aja pasang wifi Indihome yang 10 Mbps dengan harga 172K, merasa kemahalan dah.",2 hari yang lalu,0
@cavalrymd7152,Gw udah daftar. Tapi sama sekali belum ada tindakan berkelanjutan. 🗿,2 hari yang lalu,0
@JimmyKent-zv1bq,"alhamdulillah ini minggu ke 3 pake wifi yg lagi di jelasin bg raymond, lancar jaya",2 hari yang lalu,0
@JAWA_HAM,"Presiden 
Sawit juga pohon , disini kita dapat tahu kualitas presiden ,",2 hari yang lalu,0
@BaDumTss13,"Udah daftar tapi ga ada follow up nya, ini mau rilis kapan sih sebenernya.",2 hari yang lalu,0
@aguskurniawan5933,Menit 10:40 jawabanya bisa kita liat dr track record nya🤭,2 hari yang lalu,1
@FeNuCa,"Aku gak terlalu berekspetasi tinggi sih, harga segitu speed setara data selular dan jarang gangguan udah sukur banget
Dan kebetulan keluarga termasuk target market ortu yg penting yt ga buffer dan video call lancar, sedangkan paket data sebulan aja 100rb lebih",2 hari yang lalu,0
@HardVersion,"Ya mungkin buat pemerataan, kalau dibaginya jawa + sumatera otomatis 80% : 20%, kalo jawa + papua jadi kebagi 60:40, terus kenapa harus dibagi? Mungkin buat hindarin monopoli",1 hari yang lalu,1
@azammunir4837,Diluar jawa hampir ga ada jalur kereta.,1 hari yang lalu,0
@rickymikazuki1595,​ @azammunir4837 yg IRA itu ga make jalur kereta,1 hari yang lalu,0
@faturrohman6947,semoga dgn adanya ini para operator dan wifi wifi mahal kena bangkrut,1 hari yang lalu,10
@irzaandika2224," @faturrohman6947  aamiin, krn oom saya pelaku bisnis wifi, kata dia sebenernya provider itu ga akan ada kata rugi, dan faktanya adalah kouta internet itu murah tapi malah dibikin pembagian berupa hari/jumlah kouta/kecepatannya bisa dibagi bagi lagi .. hadehh. dzalim ini negara.",22 jam yang lalu,0
@rahmatgunawan6147,​ @faturrohman6947 banyak pengangguran lagi dong😮,19 jam yang lalu,0
@EkanRevi,Masa aktif saja harus beli speed siput ya di peras terus 😢😂,1 hari yang lalu,4
@madunlee4463,"Bukan 30 hr, tp ngikuti bulan feb, 28 hr..... 😂",21 jam yang lalu,1
@LNTC-h5d,"Gak mungkin investment segila itu gak ngitung profit, ada sesuatu yg masih keselip",8 jam yang lalu,0
@ddtm7378,Jangan kaya sono tuh xx pas pertama murah lama lama jadi mahal terus tele pas mati lampu atau cuaca di kota aku lemotnya minta ampun😂😂,9 jam yang lalu,0
@Alvera_yt11,Daerah mana uda di cover?,2 hari yang lalu,0
@zaraphehe8109,bang sumpah internet mahal ini gara2 issue pajak naik 12% dulu.  mereka bilang iya penghasilan lo kgk naik pajak 12% tapi ya produk2 naik 12%. ya sama aja nyekek sih. perbandingan dulu internet 3 ribu bisa dpt 1 gb sekarang harus 5-7 ribu baru bisa dpt 1 gb.  lohat tuh kenaikan 100% gara2 cuma issue naik pajak 12%. belom lagi alternatif kompetitor dimatiin (astarlink). kalah saing bukan perbaiki produk tapi bikin kebijakan baru. sama kek bbm waktu sekarang kalah saing sama perusaan swasta malah bikin kebijakan baru. ya yang kalah rakyat. gini lah kalo negara itu entitas swasta yg berusaha monopoli.,2 hari yang lalu,0
@LiminNimil,Mana gW baru pasang my republik lg... beberapa hari kemudian liat iklan d yt internet rakyat,2 hari yang lalu,0
@c0baltblue,Lagi-lagi Internet Rakyat Pulau Jawa....,2 hari yang lalu,0
@harryharsono7585,"Up to 😂😂😂, target nya bukan sayaa......",2 hari yang lalu,0
@durivlog123,"Mungkin kah ada suntikan dari kamboja?, jika masyarakat bawah banyak terkoneksi internet, akan semakin besar kemungkinan uang mengalir ke kamboja",2 hari yang lalu,0
@ahmadabdulfatah1498,Masalahnya jaringan blm merata. Trs daftar nya juga susah via WA via web juga susah,2 hari yang lalu,0
@reykaizen3375,"Gw udh muak indihomo, telkomyet menguasai semua, meskipun gw pake sim nya tapi fck jujur gw gak nyaman sebenernya udh mahal lemot aplikasi gajels ngebug",2 hari yang lalu,0
@fajarreynaldi7218,"Setidaknya dengan adanya perusahaan ini bisa mengubah harga internet jauh lebih murah. Meskipun pada kenyataannya yang membuat internet mahal itu oknum-oknum pungli maupun pejabat, sehingga cost infrastructure dan perijinan mahal.",2 hari yang lalu,0
@achmedislamichernawan7070,Setuju banget dengan internet rakyat dengan segala kekurangan dan kelebihan.,2 hari yang lalu,0
@indonesia0016,Internet itu aslinya murah dengan cara 1 jalur di gangbang semua ISP cuman kita gengsi-an maka jadinya bobol sana sini guna bikin jalur sendiri... Ayolah pemerintah merampingkan kabel ISP supaya efisien... Dasar Pemerintah ngaco semuaaaaa,2 hari yang lalu,0
@kodenemu867,"btw d tempat gua, salah satu profider memonopoli kabel fiber optik, jadi profider lain g boleh pasang, inisial indihome,telkomsel",2 hari yang lalu,0
@trading_82,"Iya yang dapat cuma kota dan sekitar aja, kita yang di gunung  boro², listriknya aja mati Mulu",2 hari yang lalu,0
@septianmukti5120,"udah pra-regist, masih nunggu apakah benar terfasilitasi🤣",2 hari yang lalu,0
@pongko482,"kedengaran analisanya wow .. tapi ternyata bullshit. jalur kereta ? hanya jawa yg ada. frek 1,4ghz n cuma butuh 2-3 bts satu kota ? omong kosong besar 🤣🤣🤣 .. ini proyek politik sama dgn mbg. regulasi pasti banyak di tabrak krn sebelumnya ide ini muncul di komdigi dan ternyata sudah ada pemenangnya",2 hari yang lalu,0
@latiefvinlio5422,"di era pak Prabowo saya sangat optimis.
sudah banyak fakta yg terbukti ❤",2 hari yang lalu,0
@NoorSalim-i5q,Oke sihh kalau emang seperti apa yg di jelassin,2 hari yang lalu,0
@hendrilong5060,"Semua kebutuhan rakyat, pada dasarnya mmg sengaja dibikin mahal. Tujuannya ya biar korupsinya gede bisa dibagi2 sedangkan rakyat akan tetap miskin jadi gampang di suap setiap ada kepentingan",2 hari yang lalu,0
@sotegone,"kyknya udh kalah duluan ini, di beberapa desa terpencil sudah ada internet wifi yang pakai sistem tembak sinyal dengan harga murah",2 hari yang lalu,0
@MrMilliCPNS,Tinggal 1 lagi yg harus cari kompetitor. Yaitu LISTRIK.  Selama ini tadi PLN merajalela harus ada kompetitor biar PLN ngak semena-mana. Masa mindahin tiang listrik di tanah sendiri kita yg harus bayar  denda.,2 hari yang lalu,0
@nitogren,"Yes, ada proyek korupsi baru lagi nih",2 hari yang lalu,0
@donerdoner2272,Wifi publik gratis aja kita belum punya,2 hari yang lalu,0
@boomerghost4335,"Kita dapet internet yg lumayan cepat dan murah, tetapi RUU KUHAP udh disahkan jadinya privasi kita jadi tumbal 😅",2 hari yang lalu,0
@radenngawur5992,"Saya termasuk keluarga kecil pakai Internet ketengan bang . . .
Mau pasang wifi mahal.  . .
Ikut pasang wifi abal2 macet2 . . .
Gimana lagi bang",2 hari yang lalu,0
@nahdarifai721,"Aku sekarang pake MyRepublik 300rb/bulan dan lemot abis... Pertanyaan nya kalau MyRepublik dapat tender diregional 2 Internet rakyat, apakah bisa ada perbaikan harga dan kecepatan internet nya gak? 😂😂",2 hari yang lalu,0
@wbschannel2049,"Yg sudah pasang starlite info dong gimana internetnya apakah kenceng atau lemot, apakah kalau gangguan langsung diperbaiki?",2 hari yang lalu,1
@bonaventuraenrico2240,"apapun yg direncanakan para pejabat itu berhenti pada masalah😂  yg sukses cuma 1, korupsi",2 hari yang lalu,0
@subhanhalabie,"realitas di lapangan di desa desa sudah semerawut kabel wifi karena pengusaha wifi berdesak desakan rebutan pelanggan .

dan mereka tidak terdata karena mayoritas adalah illegal . makanya katanya 80% tidak memiliki wifi di rumahnya. 

saya tahu karena saya salah satu pengusaha wifi. 

kalau targetnya harga murah , kita sudah menyediakan harga murah dari dulu dulu 100 ribu sampai 150 ribu bahkan ada jual 50 ribu .
ya tentu dengan bw minim tapi minimal game dan streaming kita jaga kualitasnya ..

lalu apa kelebihannya dari kami kalau nanti kualitas bw yang di terima klien sama sama minim juga ...",2 hari yang lalu,0
@bulanbulbul-h2m,"jadi intinya beneran bakal hadir apa engga sih? skrg wifi udah mahal banget 20-30 mbps aja udah 250rb perbulan, pajak sekitar 17rb. belum perbulannya beli kuota minimal banget 50ribu, sebulan bisa abis 300ribu lebih 1 orang hanya untuk wifi + kuota",2 hari yang lalu,0
@Glenn_ID,"Gw yang pake wifi vouceraan 50rb sebulan, mingguan,harian/perjam juga ada🗿, lumayan lah buat scroll² mah😂",2 hari yang lalu,0
@Pentium8,"- Mgb berantakan
- Wkt jadi menteri ajuin pembelian sampai ribuan triliun melalui PT adik nya yg tdk ada kantornya.


Tinggal tunggu berita korupsi nya aja lah.

Kaum lu, mana ada yg bs kerja jd pejabat.",2 hari yang lalu,0
@DANCETlKTOK,"kalau nginduknya ke X starlink gpp dah, klo merah indigo sama aja bohong 😂",2 hari yang lalu,0
@Jllian3393,👍👍,2 hari yang lalu,0
@DANCETlKTOK,atur harga internet sekarang paket bulanan bulan feb semua 😂,2 hari yang lalu,0
@musicplay-rm6kp,Mantap sih ini,2 hari yang lalu,0
@dhanywijaya5399,"Ini yg terbaru gak pake kabel fo, pake wifi. Dgn jepang kerjasamanya. Yg pake kabel starlite bahkan 100mbps tembus ke 200mbps. Dan itu cara spreadingnya jg lgsg ke kontraktor2 lokal bahkan dibuka lebar siapapun bs jd mitra lgsg dgn pt surge. Surge ada pak hasyim, tp klo dibedah lg bnyk jg tokoh²nya. Smoga ini emang jd breakthrough dr manipulasi internet selama ini. Yg emang sbnrnya murah. Sy ikut pembangunan dr sejak jaman backbone telkom sampe skrg ramai ada myrep, biznet, asianet dll. Dgn kabel yg udah semrawut dikota2. Dan penanaman kabel backbone kai memang sdh sejak bbrp thn lalu digarap. Dgn mengikuti jalur rel. Tp ada kekurangannya bro, sambungannya sering down. Dan teknologinya jg jadul alat²nya ini yg starlite yah. Bkn yg wifi. Jauh kalo dibanding pnya xl - linknet, dgn perangkat zte semua. Lalu manajemennya jg msh kureng jg sih sdmnya, lambat, kemampuan jg under. Sayang knp gak lgsg bajak tenaga² ahli aja duit jg ada.",2 hari yang lalu (diedit),0
@Vg_andika,"Klo dulu waktu masih internet telkom pakai nama speedy, ada  sistem rt/rw net warga pakai sistem sprti ini",2 hari yang lalu,0
@hamdanyuafi603,hheeem,2 hari yang lalu,0
@wahyutitis43,"emang bener upTo 100Mbps, tapi plan nya itu 1Gbps dari sumber backbone nya nanti dibagi buat 400 pelanggan.. Jadi sama aja, dijam sibuk pasti bakal lemot lemot juga.",2 hari yang lalu,0
@madafachrezi,Yaa Implementasi nya yg harus benar² di 100% nya optimal,2 hari yang lalu,0
@Black-ut9gi,Negara semaju kita itu bisa aja lakuin begini..,2 hari yang lalu,0
@wbschannel2049,Udah daftar 4 bulan lalu belum dipasang pasang juga😢,2 hari yang lalu,1
@vartz9469,"Starlite 2 bulan no info, tidak kasi progress padahal -600m dari stasiun😢",2 hari yang lalu,0
@pelangiviridis,gw udah make 2 bln..sejauh ini aman..mdh2an aman terus,2 hari yang lalu,0
@randyjans,Kalau beneran berita bagus nih 😅,2 hari yang lalu,0
@babydiablo,Tetep aja harus izin Ormas Madas 😢,2 hari yang lalu,1
@subwaxofficial,Disini ada yg udh pake internet rakyat belum? Kasih tau dong gimana jaringan nya bagus dan stabil gaa?,2 hari yang lalu,1
@adhiet218,Bisa murah karena minim biaya pasang dan maintenance kabel termasuk punglinya😂,2 hari yang lalu,0
@missmedhok3422,Mahal masian,2 hari yang lalu,0
@KopiLotongPahit,politik pencitraan..namun entahlah gimana realitanya...,2 hari yang lalu,0
@awesomeit4444,Iya 100 Mbps tapi ada FUP yang setelah kuota terpakai akan turun ke 20 Mbps dengan rasio 1:8. Hmsss.... 😂,2 hari yang lalu,2
@MarkasDoubleDEe,"menurutku tidak  akan terjadi 1,4ghz memang jauh pancarannya  tetapi internet butuh sent & received,jikalau salah satu gagal internet tidak ada terjadi (RTO) alias loading, terkecuali tiap rumah di kasih alat penerima khusus",2 hari yang lalu,0
@bakamaaaan,"Amburadul sih kabel-kabel fo di tepi jalan, sering terputus karena ada perlebaran jalan",2 hari yang lalu,0
@muhammadabdusyafi,nunggu nyebrang ke sumatra,2 hari yang lalu,0
@subragaislammadas1217,"marketnya jadi kepecah bukan gantiin internet kabel seutuhnya, yg butuh internet murah dan bandwith cukup besar bisa pake ira/5g fwa ini, kalau untuk kestabilan dan bandwith besar tetap di pegang kabel mau gimanapun.",2 hari yang lalu,0
@AntonJ-c8q,"Semoga harga kouta semakin murah, buat sosmed, youtube , browsing,  😂",2 hari yang lalu,0
@evanelbana438,bang gelombang elektromagnetic 1.4Ghz bahaya gak buat kesehatan?,2 hari yang lalu,0
@Gaeznet,mereka dateng telat,2 hari yang lalu,1
@xanavy384,Dikomplek rumah gue internet cuma 100 ribu 500 Mbps per bulannya.,2 hari yang lalu,1
@ccryve,Kyknya dr pd msg enak subsidi wifi rakyat hehe,2 hari yang lalu,0
@zonatekno7213,Rt rwNet lebih terjangkau,2 hari yang lalu,0
@chanelchenil1471,"Pada akhirnya bakal menyusul seperti BOLT. 100Mbps itu speed upto, dibagi dengan sistem cluster. Kalau masih sepi ya bakal kenceng, kalau udah penuh ya pasrah aja kan cuma 100rb. Belum lagi wireless, semakin padat pengguna ya bakal semakin banyak intervensi.",2 hari yang lalu,0
@havivmarsali5645,"Dari sekian menit pembahasan , gw nangkep nya cuma 1 , ""wah , gila mining investasi nya , mulai dari menang lelalng Frekuensi 1,4hz ,Bodo amat sama tarik kabel, pokoknya pakai WFA"" , ngerih banget kalau udh investor main .",2 hari yang lalu,1
@akoonsaaya2251,"iRa itu bru ada 2026, yg udh jalan skrg Starlite yg pke jalur kereta api",1 hari yang lalu,0
@babydiablo,Info darimana,2 hari yang lalu,0
@awesomeit4444,​ @babydiablo rata² segitu pembagian umum. Kalo ngg overload traffic 😂,2 hari yang lalu,0
@Viral212,yang make puluhan orang komplek si,1 hari yang lalu,0
@rustyfrett,Pemerintah korup.,2 hari yang lalu,0
@kubiku,"Kalau ini dieksekusi dengan baik bukan hanya calon pengguna IR saja yang diuntungkan, tapi pengguna provider lainya. Dengan bertambahnya persaingan harga mau tidak mau provider lain harus ikut bersaing.",2 hari yang lalu,0
@LetswahyuPutra,Udah daftar moga aja ga cuma 𝐨𝐦𝐨𝐧 𝐨𝐦𝐨𝐧 𝐝𝐨𝐚𝐧𝐠,2 hari yang lalu,0
@okkyali5132,"total control 
scam gak ya..?

ada hubungannya gak sama RKUHP yang kemaren di sah kn..?
hacker topi putih pasti tau banyak nih..",2 hari yang lalu,0
@thekopipahit,kenceng sih tapi ga bisa buat main game dengan ping stabil..,2 hari yang lalu (diedit),0
@boediutomoe8495,"di desaku sudah dipasang internet yang sejenis dengan internet rakyat bang, starl*ite I*ndonesia namanya. dari segi sponsornya kurang lebih sama dengan internet rakyat (Adik pak pres). yang beda kecepatanya up to 200mbps tapi dengan harga 100rb/bulan (1 bulan awal gratis). basiknya produk internet yg varian star ini cuman bisa dinikmati di desa2 atau daerah yang berbatasan dengan rel kreta api karena dari distribusi dan maintenance nya bekerja sama dengan KA*I. 
Jujur setelah 3 bulan pemakaian saya ngerasa ga make sama sekali, karena lemot bgt, dan kalo gadget mu ga mumpuni buat nangkep sinyal wi fi nya. kecepatan 200mbps nya ga kerasa, itupun cuman bisa menggunakan wifi tidak bisa pake kabel. ya semoga aja internet rakyat ga gitu yak.",2 hari yang lalu,0
@stmjalanan5993,"Waktu icon pln lu kemana aja , heran deh 🤣🤣",2 hari yang lalu,0
@JuaraFifty,operator si merah apa lagi makin kesini tarif kouta makin mahal 😂,2 hari yang lalu,0
@silmyhidayat38,Paling dikorupsi 😅,2 hari yang lalu,1
@chapsultan,"Jangan ada pemuda yg kaya, yg kaya biar itu² saja. Tetap semangat kawan2 pengusaha provider, kalian itu pembuka lapangan kerja yg nyata bukan wacana..",2 hari yang lalu,0
@Ruangbelajar-f9z,Ini endors bukan si?,2 hari yang lalu,0
@iFANWONG-w8x,"Ada harga ada kualitas..
Jangankan internet rakyat, tuh Starlink saya sudah nganggur di atap   hampir setahun ( Harga 750rb/bulan speed tak sesuai promosi ).

Akhirnya kembali ke GSM speed dan Quota data internet dengan harga yang terjangkau sesuai kebutuhan.",2 hari yang lalu,1
@wakhe110,"Sekarang saya tanya balik abang, klo semua provider rungkad, apakah abang nnt pake Internet Rakyat juga untuk kerjaan abang di youtube 😂😂😂😂",2 hari yang lalu,0
@KOKOTHEGORILLA_666,"rm30.00 ,internet unlimited 30 hari",2 hari yang lalu,0
@muhamadalifipipin,"Gak percaya, pasti 5th lagi ada yang di tangkap KPK. Sudah terjadi.",2 hari yang lalu,0
@agilari5281,"Dari pandangan koh raymond dgn contoh india sdh bisa kelihatan ada untungnya dr 100rb/bln.., tapi...
1. Lebih jauh kalau lihat dr nama, pilihan warna pada logo ini nanti cari customer sepertinya akan menggandeng kopdes MP..
2. Kalaupun tdk dpt untung dr 100rb, dia dapat untung punya big data usernya, dr nik, no hp, alamat lengkap sampai tikor (share lokasi gmaps)
3. Dapat lagi alogaritma dan kebiasaan internetan dr user 1 rumah, yg di browsing, yg dibeli dll.
4. Next mgkin dia akan punya aplikasi yg jadi ""super apps"" yang tentunya bisa menyimpan uang buat belanja dn kalau belum dibelanjain bisa di puter dl sm surge buat jajan es puter.
5. The last but sure, big data ini bisa di share (tidak gratis) alias dijual ke bnyak pihak.
Murah tapi semua ada harga yg harus dibayar dibelakang batu..",2 hari yang lalu,0
@callmecloudd,Gw yg pakek rw net 100k 🗿🗿🗿,2 hari yang lalu,0
@DonyHermansyah-d7e,"Buruan lah buruan internet kita mahal skali, sinyal y keq tai babi, gw dimalaysia gk pernah sesetres ini masalah internet, lampu mati aja disana gk pernah ngerasain anjiiiieeeer 😂😂😂",2 hari yang lalu,0
@amrullcyber8201,Ini sama persis cara bermainnya modem BoLt dan NEt1 tapi dia tumbang,2 hari yang lalu,0
@iezmeermohd,kayak seperti projek adik abang korupsi duit negara ini...😂😂😂,2 hari yang lalu (diedit),0
@Jonatan-bi7ul,"Ini gimmick sih, gw liat dari info² yg gw dapet. 1vlan 1Gbps itu di sharing buat 400 user. Jadi bisa dikatakan kalau 400 user di vlan yang sama online bareng jadinya tiap user cuma kebagian 2,5Mbps aja. Dan teknologi fwa juga udah dipake sebelumnya sama Bolt, tapi nyatanya? Bolt gulung tikar juga. Tetep teknologi internet terbaik sekarang masih fiber optik. Klo wireless masih banyak kekurangannya",2 hari yang lalu,0
@randomspray4864,Bukannya ada fee untuk tarik kabel? kan ga gratis buat tarik kabel baru kalau emg disitu blm ada infrastrukturnya ref 4:45,2 hari yang lalu,2
@RiyantoEndar,"Saya sudah pakai starlite lemot parah kadang tidak ada koneksi tidak  sesuai yg kata nya 200mbps
Tapi ya 100rb sebulan mau berharap apa.
Bulan depan rencana mau tak putus",2 hari yang lalu,0
@ardhi1269,Di web nya nyari syarat dan ketentuan nya aja gak ada,2 hari yang lalu,0
@ardhi1269,"Hmm keingat kasus nya bolt dulu, mereka habis habisan nge push jaringan 4g + murah akhirnya user meledak ehh malah bangkrut karena terlalu buang buang duit",2 hari yang lalu,0
@tperima,"apa gara2 ini jaringan di rumah saya semenjak november gk bsa masuk sampe rumah, krna frekuensi 1,4GHz dilelang😶",2 hari yang lalu,0
@ridhonurwahyudi145,"Yang Jawa-Jawa Aja, luar jawa nyimak aja😂🤭",2 hari yang lalu,0
@bayubadra9445,"Di daerah-daerah, Internet Rakyat adalah pesaing Micro Provider atau pemain RT RW Net.",2 hari yang lalu,0
@magicalpical2749,"Paling tidak, semoga Internet Rakyat ini bikin provider yg ada saat ini mau ga mau nurunin harga buat bersaing.",2 hari yang lalu,0
@mal_aquatic,Jgn lupa ada FUP walau ada embel2 unlimited 😂,2 hari yang lalu,0
